REF impact case study identifier,reassigned,reassignment,final_topic,reassignment_notes
25889fc8-df41-47ae-be8d-93d1ab4aff29,0,47,47,Healthcare service structuring
c6eeac41-7efb-429c-9239-f9ed7838c738,0,47,47,Enabling healthcare policy
acdddad2-b501-4209-b477-52916e834fde,0,44,44,Emotional health
1e9c678c-53cd-4105-af85-2f1907465ae4,0,49,49,Healthier takeaway catering
4293864f-895f-4768-8895-3fe37bfc8c28,0,47,47,Healthcare policy and practice in Cornwall
91bddd2d-1611-4cc0-b3d2-c8c0f75e5c07,0,44,44,Psychiatric care
68749e9b-57a6-44bb-b890-48f0ab9b6fd5,1,,6,
799c0cc0-3455-42b3-8cd3-885ab1e51618,0,47,47,Healthcare interventions and ethics for Muslims
f667c9e5-4153-46f7-9595-e0ebb7cd0ea5,1,,6,
d4a85d5e-9c7e-4bea-9447-ee384d15891a,1,,6,
fd037396-ebbd-4cce-87fd-22c6d2e2c2ec,0,47,47,Healthcare policy
a6d5173a-248f-4658-ac95-8753aa4a78b3,1,,6,
716cf3c5-cd91-4707-add0-8ffcb2bf77e2,0,78,78,
0d557671-c620-4b56-b368-fc2fd37a0ea5,1,,6,Behaviour change in institutions
950dae94-5deb-4b09-959a-fc3bd7f89fbc,0,65,65,Regional Development
9af8695e-4e9a-4a72-996a-07fe92219f91,1,,6,
c5caa6c7-799f-46b0-ad1f-d42db32d540f,1,,6,
cc00974a-e6cd-4fe5-9002-8cbba3b19aa0,1,,6,
51cd5de7-b8a1-4aa6-9d60-539b070782ce,1,,6,
7b9846d5-68b5-45ff-a961-f46a7040c047,1,,6,
a4616eef-637b-4208-aefb-f5c461bafffc,1,,6,
8dd7202a-04da-4446-8464-7487bc510e37,0,32,32,Kidney transplant infrastructure in Italy
56500c46-3770-459b-8db4-e928c7ad0776,1,,6,Human error in prescribing
ea6218d7-0170-4d60-a0ff-8fb3f9b606ef,1,,6,
541f1d45-cee8-426e-b5bb-ddc979c9cd47,0,10,10,
f063809d-85a0-4fe2-a34c-443867a9f08b,0,47,47,Patient discharge policy
cd18deaf-f12d-40c3-bf2d-4038b1c1a418,1,,6,
89c55b94-e679-496e-ba8c-43c2a579d756,1,,6,
0929658c-abdc-4857-abfe-ea67bd276458,1,,6,
764becb9-9b3a-407f-b788-073738d30b87,0,82,82,Aviation safety
559d2f2f-4b24-4a0b-87e1-6b7861032101,0,2,2,International business collaboration
051a5032-fc8b-4615-81f7-434dd8d8a07f,1,,6,
176d8575-398b-4ae2-8bdf-ac0e12c79021,1,,5,
1b5e13be-d0e6-49aa-af13-69e955e173af,1,,5,
3ea2cdaf-1daf-45e0-8b03-994078f25b08,1,,5,
e5c1879d-d1c2-4184-aa57-198a28f428a5,1,,5,
e59f654a-45f8-4adc-b980-7a3199c0b78c,1,,5,
c30b010a-2c3c-4db4-98f5-c50fea66b4a2,1,,5,
8ff50b7f-e68b-457e-8e35-e4570281b1f1,1,,5,
281a9e48-7c8d-4f7c-88bb-c76ec3510ff9,1,,5,
c55ceeac-8502-498c-8104-508b739b9a06,1,,5,
93202af6-b1c0-41c1-a199-e9fb8a0d146c,1,,5,
3db1c181-356e-41ae-8393-5f81df6ab587,1,,5,
4aab2e22-d4ca-47e4-bf3c-b2d6553dd82b,1,,5,
6a97bd5c-0510-4f59-a70e-798e912df40f,1,,5,
f4a1c209-e0c3-4a26-b6bf-8d690bd20827,1,,5,
6ffcf32c-9119-42ff-85cd-b9170c5effbb,1,,5,
65701a2c-8dbf-4090-a8c3-a02b6823241c,1,,5,
6dbb6f0e-d5e1-4ce7-9a77-11ee75dba8ee,1,,5,
66e33df8-2f81-4f20-9697-54b36ca955b8,1,,5,
9b982596-d007-43d7-ba9c-f5fa43b965b0,1,,5,
608bf72a-9c53-4e56-9d06-7786d4261af6,1,,5,
98be40b0-6943-404a-9966-a37ec9376c93,1,,5,
565d68e8-4648-4de2-b287-6b10f3737562,1,,5,
e6a6dd36-b2b9-40e2-9701-e78f2efc82f3,1,,5,
ade92a22-b665-4165-ba2d-074ac9f7a893,1,,5,
fb8be2fe-40cb-490c-85af-aaa5594a8d07,1,,5,
3d1facd9-1385-411c-ac38-d928d2680549,1,,5,
5e706097-d4df-4645-9fc8-4a6d4147839e,1,,5,
d4433b6e-cf51-45dd-be78-cb06d2c3535a,1,,5,
dac7f814-bda5-4656-a39c-cacdf303a8ff,1,,5,
6733af6e-6e20-483c-9966-ac7d0573ef10,1,,5,
b6eb8360-6f80-4ba9-92b7-3ccf176c1eb6,1,,5,
d12bc73c-8b41-4072-9dc3-bdd9a8aed6cb,1,,5,
9e933074-3756-4539-a9df-07204441dd75,1,,5,
b8ec2882-8ac0-4c62-b1b6-c600e354c9a9,1,,5,
190584f7-37fc-40a9-bc9b-23418434fcc4,0,54,54,"Gender empowerment and multicultural opportunities in shipping crews - gender equality at work, employment conditions?"
d29e0d33-cd95-45ba-96ef-77ae894b9b38,1,,5,
ba1e5fa3-1169-4ae1-8aa7-e1e0e16d4f2b,1,,5,
d04e0f5a-d477-40e8-a1ca-c6433b6fe33d,1,,5,
56a18ec3-4f20-45a8-903d-cc3675f0ee9c,1,,5,
ba21e040-7d7c-41d0-86c6-7b92ac307985,1,,5,
fe3fafda-61b9-49db-a585-c6723da23b8a,1,,5,
a78444c4-b309-4955-b038-da540581cf29,1,,5,
ee71af30-3617-43d5-8033-0645891bde4d,1,,5,
c81eb1d9-b286-452e-be4f-fc0c29151908,1,,5,
4b0eb857-ffb6-44e3-bd29-07dc3139d03f,1,,5,
ee723b63-928a-42d3-b660-4abba58365c2,0,65,65,2030 Agenda for Sustainable Developement
2f89d5bc-4b51-4441-8e72-9580951202fe,1,,5,
9d856af7-21a3-48f6-8c7a-ada7a7f397ee,1,,5,
20461ebe-c761-44f9-9d57-ebaa3231d779,1,,5,
ce5e939c-f841-4c18-92d2-9f13180b9d49,1,,5,
0a9f686a-5911-409d-b279-68fb4fd9b984,1,,5,
ceb56d37-8b1f-404f-9f9f-9ba1db3b7087,0,74,74,Embedding 'natural capital' into public sector decision making and investments
218c2674-5c0d-4664-a56d-24a7f050137e,1,,5,Green infrastructure - move into urban planning?
08f16bf2-4186-4d76-a76b-5bd41016bda7,1,,5,
91a4e7fa-1037-4a57-a937-b7630121fdb6,0,14,14,Trade relations regarding fisheries
7c9c5486-3662-425b-947d-dfaf4281bf28,1,,5,
ac123fbf-7251-49b0-8d71-30390bdefc71,0,74,74,Intellectual property rights in marine biodiversity research
29fca6d6-6e7a-472c-ac5b-0a3eb294902a,1,,5,
1ad559db-7796-49e9-a4db-ed88ca774c1b,0,59,59,Safeguarding metal heritage by refining preservation techniques
54477a48-858a-454e-84ac-5c623d58e6a0,1,,5,
967c766a-751a-4ffa-9960-7d10782378f4,1,,5,
2a52fc9b-3d3f-4238-8b7a-d4f03cd02a28,0,45,45,Flood insurance and social justice 
839ac64e-8fad-4d33-b08d-6436058ad8a6,1,,5,
8cfd5cdd-1cec-4fe8-8ed7-4bf6c96af47c,1,,5,Grreen cities - move into urban planning?
f4f33140-25d5-44c8-b04c-8e32f2494f81,1,,5,
0e74044a-a942-4fcb-9443-ef55fe05a500,1,,5,Green infrastructure - move into urban planning?
5ac79d19-7630-474a-9baa-224a54c3c3b5,0,74,74,Taxation and investment in north sea oil 
728919e0-c020-4d1d-9c3f-812b1559dd72,1,,5,
5acb793c-fc33-4632-af8e-debc0d0c9e26,1,,5,
fdb37a25-9b71-4404-832a-b07236a88802,1,,5,
5b47047b-cc31-4382-b586-4f33a0ad8bd5,0,74,74,Citizen science for environmental monitoring and implementing change
ecf2a5ba-383e-48a1-91dc-c11219f5be9a,1,,5,
fec3a1ce-f702-4014-b0e7-2b4ea5d1fea1,0,56,56,Insurance law - economic topic
53e4b6d7-10f8-4db5-9229-d2ed25cb5003,0,56,56,Insurance law - economic topic
03a847a7-3432-4899-97ab-838fe54959a1,0,16,16,"Economic justice, insurance, community wealth - an economic topic? "
26f19bbd-ff5e-44dc-960e-85b831cb2d40,1,,5,"Economic justice, insurance, community wealth - an economic topic? "
cb23fa30-51c3-42d6-9ef4-009a715b7dfa,0,62,62,Green infrastructure - move into urban planning?
d677238a-2315-4cda-a0f6-9f23bfd41faa,1,,5,Improving connections with nature for both wellbeing and pro-environment behaviours - does this go in environment or wellbeing? 
9d28ca4f-ffcc-49b3-a197-1d834c61d8cf,0,62,62,Green infrastructure - move into urban planning?
67c1fea8-dbab-4615-8d6f-b53eee0b4c0a,0,26,26,Economic aspects of decommissioning 
e8fa0d86-6ccb-47f8-b182-1c71a40dee54,0,74,74,Government responses to environmental issues 
b75f76a8-5d38-4414-92cd-f0f887214ee7,0,74,74,Socially-aware responses to climate change
ad0f2378-0a74-42b9-9b1d-21c7832196aa,0,41,41,Sustainable farming and food security in China and India
14b929a5-d53d-4b4e-9212-ad5001694c99,1,,5,
219834e6-e187-435e-8288-7a02c70df307,1,,5,
4ae298be-e442-46e7-b7b8-d0d0542b832f,1,,5,
4300479f-2b8b-4e8c-9768-791c016249c0,1,,5,
20de1a6c-1020-4b30-b75e-57ec77682f30,0,74,74,Mapping climate disadvantage
78465d40-6ab8-47e2-a2b0-4938434062b5,0,74,74,Climate agreements
45f72870-cc98-4631-876e-56688e26c7b2,0,1,1,Equity mapping forensic technique 
eeca0e02-b624-4b54-b524-d0add7ae019e,0,74,74,Same as below
58485995-299a-487f-b1c5-ee5f6cc78504,0,74,74,Net-zero goals in investment and business strategies 
f66bb634-0fcc-4980-b062-fb8e8577a37a,0,74,74,
bca4064e-f843-4f66-9386-df5cb7aaaca3,0,22,22,Climate-related risks at the Bank of England 
9a73ef6b-3e45-4fad-a5f3-59eab09604ab,0,65,65,Sustainable development reporting in Uganda
05e294b9-0159-4ff2-986e-1214268039bf,0,44,44,Wellbeing and public policy
6400738e-47ea-43ee-97cf-5a6f154e23d5,0,44,44,Impact of social inequality on wellbeing and mental health
3ddae62b-1cdf-4c66-8a6d-a0f1d2c03940,0,44,44,Understanding and improving subjective wellbeing 
660ba6e0-f1b9-45f4-bbbd-a77e2ab3b5b4,0,44,44,Science of wellbeing 
4bb57ee9-17e8-4ad5-9acc-b882f0dd6989,0,15,15,Impact of research on child wellbeing - safeguarding children
38246e5a-6c9f-4be1-98d4-f5bfab580efe,1,,5,
ef77e6db-0d88-43eb-a804-7727e76b915f,1,,5,
17ff89da-69f7-4a77-a79e-c16e014c6b0e,1,,5,
2dc8d3d4-a5ac-4dd4-bc5b-a972586f4c3d,0,22,22,"Environmental, social and governance issues - this is really wide and might be a -1"
d194451e-8ba6-4db1-9ef5-db4c2c22cafd,1,,5,
4a4fe133-6621-451a-b9bd-1590acded32b,1,,5,
20ec9996-6cbc-4ecc-a27b-a0dbcb067378,0,13,13,Employee involvement and wellbeing 
1db81210-616b-403b-a690-61407babd5e5,0,65,65,Sustainable development goals
7225737f-8e2e-40e1-a0e8-307adf1c4c05,0,22,22,Conceptual framework for financial reporting 
40b7e93e-1107-428a-bec1-e703ddc7723f,0,22,22,Conceptual framework for financial reporting 
64d2f482-11d7-4722-8dbc-b73efa3c6e35,0,2,2,HR and economic gain?
7182f869-a29e-45ef-bcdc-526d9a6f72bb,0,2,2,New business/management tool
f60a278b-8223-4217-b8a2-22e0df6d3284,0,22,22,One of the finance topics 
4d941e42-f382-4f65-9726-7727cc5ba687,1,,4,
42ea70eb-02a9-4739-974d-99913c7ed39c,1,,4,
7225773c-1dd1-41b1-bfb5-ef94ec5310ea,1,,4,
064a0e28-513a-49e2-831a-995621861add,1,,4,
22112518-1067-48f2-b5bd-a3ece6a0c481,1,,4,
cb8733a6-3cb7-47ad-99bb-8a01ff6f8e12,1,,4,
39a3aac0-d838-440b-838b-64bf5efcb518,0,7,7,Early years and primary education 
894f0674-fffc-4014-a3e9-7a8c10a016e8,1,,4,
8713acd5-7c05-4248-abac-03b74dfcc872,1,,4,
94fed2e2-7ded-4a50-bc3f-6fbdd1d0dbfc,1,,4,
fa2b566d-fc38-4c9e-bef4-48ff7d4a7b6d,1,,4,
12505b73-5980-4dc7-a0c2-77f36139129c,1,,4,
a9e902f7-cdd4-4a58-b7f9-4341df2e4e0e,1,,4,
33ab52a6-e97e-488a-af77-300ba7caba46,1,,4,
5c02a719-7e24-492a-805b-33ceb947977f,1,,4,
549478c8-66fc-4cce-b640-e937cdecf744,0,52,52,This fits better in literacy 
b828ea5f-0089-4913-8e57-f6a05be7cffa,0,7,7,Early years educational policies and approaches
b448facc-d705-4976-b9f0-2e03aa8dcfe2,0,7,7,early years educational access and social mobility
030bd838-85d2-491d-b156-db17a9a5b4ea,1,,4,
e7510491-ef69-4d1e-a2c9-c80b50b7c95b,1,,4,
0430266d-e85b-4a60-b50e-a94afd242df5,1,,4,
e175edeb-22f1-4b9e-a80d-dc9542143a04,1,65,4,"Could go in government process, or could be a -1 as its about a move away from randomised control trials to be more contextually informed in a number of areas "
0c48e645-7de4-4b3c-8228-4349b6280d74,1,,4,
0bb19a26-0172-47a5-8257-8c1875d478db,1,,4,
8d7d2964-4c03-45e4-ae92-17a46b1f177f,1,,4,
1bd0923c-d77f-4d1d-8ac4-2d503a1703a2,0,7,7,Supporting schools in isolated places
dce4701c-49e8-4a1d-a9e9-99afc7aa267a,0,42,42,Reproductive rights and care - Irish women receiving compensation for an obstetric procedure
24a34c29-ebf5-4088-bb68-4a265b145ca7,1,,4,
234c85ca-0a0e-4ae1-b1ad-b95258de628d,1,,4,
83c10ad3-faad-45b1-92fc-e40ccdd5f9fe,0,69,69,Social care funding - Oxfam and other NGO intervention in poverty in Scotland
8d849035-6ee4-4b74-a623-3534c95992b5,1,,4,
da46ed37-38df-47cb-9328-b3aa5d3f1ecd,1,,4,
ee823969-7190-4160-b7d2-db5cbbd833b5,1,,4,
b482c78a-a7d1-4a68-8489-f00a14777000,1,,4,
883a2123-2980-4e02-98e5-e7d2f22cdb40,1,,4,
94926fc6-279c-4956-aad2-c5081bb564f4,1,,4,
085c7613-20a7-442f-a897-262dcbc3ac94,1,,4,
60ad43e3-60dd-48e3-9470-b208491108eb,1,,4,
79bf11d4-eaa4-40d9-a32b-fd6fe26da1ab,1,,4,
cb8e4e3d-72c7-4121-9a84-403f4771abe8,1,,4,
823f2510-5b0e-481e-b25c-12b7ecc433d7,1,,4,
d696c015-47d5-4c6a-a8de-5e1a4912597e,1,,4,
99de6b3f-b5ed-43f0-9302-d57b908d4a43,0,78,78,Overcoming youth as a marginalised political voice 
47c196cc-3d2a-46c1-abc0-6c871920f0b2,1,,4,
cc18c8d3-724e-4301-aecb-df86155afa13,1,,4,
e6aa2254-1565-4e43-af62-d374206cc8cd,1,,4,
62b1cd32-74c7-4fbb-9ce6-f8ebdc35c238,0,79,79,Substance use interventions
ae47b520-15e0-4c9f-bc4b-83c82846d781,0,7,7,Not sure whether this should go in political participation areas or education areas
17085a2a-a00d-4e3d-b36c-c08ae409a656,1,,4,
a58e52bc-7865-443a-a2cb-d04154203e4a,0,45,45,Human rights enforcement 
c4d9eca7-852f-4af8-a85b-1225e0d08094,1,,4,
0c05907e-a2c8-4a49-8ead-553591d0b639,0,25,25,
85756292-dff4-41c0-be39-253d503bc863,0,29,29,Education 
eb4465ed-d400-4a1f-858d-fc74365b8f46,0,47,47,Patient participation in informing health care policy in Germany 
6bdd3d33-c29f-4bf8-bcd1-939c464dc09e,1,,4,
e2692997-718e-4a4e-a8b0-1e3d2129bd37,1,,4,Going to change the topic title to include social care 
95d45541-e934-43ac-b088-917bf5fc822b,1,,4,
6026c37e-d656-4bb4-b85e-d5816b2e7654,0,47,47,Changing healthcare policy 
40041629-e3fb-49fc-9208-0c3be77201aa,0,13,13,Employment conditions impacting quality of social care
1ad82175-3be8-4156-9f04-6ceff927509f,1,,4,Changing topic title to include social care
0e91a514-bb2a-4108-887f-93c79ba16200,1,,4,Changing topic title to include social care
78fd26a0-f3aa-40f8-b1b7-f73e8c56f3f9,1,,4,Changing topic title to include social and community care
7cee5d93-5bb6-46ff-a87c-64b5bfe4d767,0,38,38,Government measures of social exclusion of disadvantaged groups
a4cce190-8895-4993-b551-d1d888f19061,1,,4,
6750a1c2-6485-4420-9260-17e25fca8954,1,,4,
635f6788-be09-45fc-b50a-4c26883e010c,1,,4,
512c7efe-6f32-4c12-a020-27570dbb046a,0,47,47,Global healthcare equality
8772e88d-624a-4bff-b868-db9860344735,0,25,25,Disability equality at work 
04d1ef2f-61f2-46e2-a686-75386c5e9b69,0,6,6,Following up on children born pre-term to enable better preventative care and early diagnosis
bf80e28f-0cbc-454d-854c-ab0dbbab999d,0,1,1,Human trafficking laws in Scotland
7dfc0511-d593-477f-a400-3cee71cda7ae,0,45,45,Loneliness prevention as a human right 
894d6a9b-0755-415f-948f-b7ba9a326cc3,1,,4,
7f78e153-e59d-45a6-9e2b-495d2b91f579,0,21,21,Safeguarding humanitarian response volunteers
9bd7ad7d-6e51-4ec4-a2b7-114c07764cfc,0,25,25,
7a83ba10-95d8-432d-8d58-f02db7ebd8a4,1,,3,
57b05a02-6049-4d99-8e55-507a7e4ba3ec,0,10,10,probably 10 but there is scope for also 60 on the basis of some community participation in creation of art
6458dd6e-7ec1-4b75-828e-dfa75b795aaf,1,,3,This could go in the gender equity and gender empowerment topic (81)
cfa87e49-68fb-46e5-afa1-e8b06b660624,1,,3,
d0dae530-f66b-4ab8-95b9-6d3f930acebd,1,,3,
43e9399c-27f3-4c6e-8e14-815d0ba614c5,1,,3,
77906490-dc93-4c81-b245-999bf9ded8df,1,,3,
960d0d97-c060-41f5-bd0a-2300e04cdf0f,1,,3,
867f8732-cd3b-45b6-92c1-d31f53cdeda0,1,,3,
6c37124e-09d9-4af1-8736-2b5d01983f65,1,,3,
d377fd79-88cc-4ca4-a8a6-6e86af58dd6e,1,,3,
1de373bc-f565-4137-85c3-058c415167c0,0,11,11,This is about the use of pictures and sound in film narrative - one of the major impacts is BBC practice
1ee15af0-5256-41c4-8616-2fcf7a539669,1,,3,
d30c554d-9bd0-4c46-99e0-a68177f0cdb4,1,,3,
8f95b73d-eff4-4288-b1e5-e908b9ee6e97,1,,3,
a4135c1d-7616-4310-80d7-1489e3d9672b,1,,3,
5fc09398-f464-47bd-a405-662742082ed7,1,,3,
24637d0f-efd3-4c30-8f16-265da1b55096,1,,3,
65bce9dc-d08f-4427-9b62-86f66236585d,1,,3,
e8dd5fc9-eab5-4868-8155-eea2a62dc8a9,1,,3,
35086479-b1ac-42ce-a0f3-9a5c2284eb6e,1,,3,
ec12ceb5-f02d-4913-9f22-30ac92db19b9,1,,3,
6d56623c-857b-4de7-b10c-6fdd9b89ff1d,1,,3,
3ed780b2-80e6-4a52-af0d-7ff524f40df2,1,,3,
06ab8a88-19d0-4f47-97db-8551bd8339a0,1,,3,
2da7d530-43b7-4a30-8a47-ec80488ad99d,1,,3,There is scope for this to go into something religious but I think that would actually divorce it from the other areas of interest here
6fc46cae-ae47-40ac-aefa-eab38fce4ad8,1,,3,
5c7a0c75-6803-4609-a318-b3abc3376bc3,1,,3,
9d26aa76-3815-4c72-820f-4f39c9d6acff,1,,3,
584c5f8c-c6b9-4b7b-a871-0c7ba3158d17,1,,3,
3eb23c70-bbd3-4227-9cc4-6d88c8bf7bc9,1,,3,
2a9e1a44-2447-49c9-9e15-8b1b14358576,1,,3,
d6c867f6-41e5-455f-a41f-86e5c5a41c36,1,,3,
32b3fc45-7b52-453a-9e87-174be984ef7b,1,,3,
138e6504-a8ed-412f-a117-d3402ede3964,1,,3,
54b2816b-2569-40de-890b-d097f6f038c6,1,,3,
8bf5c945-3e6d-4b1d-a464-523ddc75d045,1,,3,
9fdd0692-7b8b-46ae-b73e-84a14b959b4b,1,,3,Not sure if this should be in one of the archival topics
0ae4eca6-0d23-46ea-a5e5-276a15c151c1,1,,3,
12353984-436e-42c5-948f-4fb2883e6a2e,1,,3,
a69da9f3-da8c-4fb6-945f-1810c3e2930a,0,60,60,This is about community building through performance and translation
748c13d8-d9a9-4d56-8d99-51ef37c61273,1,,3,
2273d12e-e058-4ac2-8d59-f5824112b7bf,1,,3,
cbf213c8-5e87-456a-9706-9538ce6ace19,1,,3,
daf81c5d-3293-4bd9-a263-4211cc6c07e8,1,,3,"There is scope for this to go into something curatorial, but I the overlap isn't quite enough imo"
d87a3290-f7a4-49d3-ae38-08948b58f520,1,,3,
fc2ed901-a91f-4429-882b-0aad9849c492,1,29,3,Not sure if this should go in music or educational access
3271d400-d33c-4118-9278-d0dc2f8cb091,1,,3,
a595a3a4-240a-40ff-9437-c24a936ac6a7,1,29,3,Not sure if this should go in music or education 
e4a6e934-35a5-4908-a09f-64d5d4072f0f,1,,3,
c2251a58-60bc-476a-bc87-e04dda7c1072,1,,3,
76224315-aa6e-4ce6-9571-051ea1525a54,1,,3,
9eb6fe62-561d-4275-817b-367463470855,0,13,13,"Unemployment, social disadvantage and providing opportunities - the employment conditions topic needs a rename or to be split to account for the number of employment equity ICSs in there "
1eb8a559-938d-407d-bf2a-bbcd18930d0a,1,,3,
04e96fbe-59b2-4f72-9e42-ee668678f23e,1,,3,
c9f61ffe-bcfc-4e87-8346-a7dce75c9c72,1,,3,
3fe20a46-061f-4948-9065-7e86218b755c,1,,3,
302c1226-70f0-44cb-8f80-71df802235f7,1,,3,
ff067bcf-b61f-402f-8df3-31ff19504fae,1,,3,
efb2ad53-8160-4405-8b83-c2ec05e21d64,1,,3,
f2de32d9-393f-43c5-b3fc-19e747e5e1a2,1,,3,
41189629-6178-436a-95c6-5bb84fdc7721,1,,3,
e30c0f16-de22-4979-8be2-ff6d0a92f8f7,1,,3,
ccd6ec3f-a4c5-47df-9b46-60c3e7f6e4b7,1,,3,
61211e86-883d-4812-8df2-04d6939e83f4,1,,3,
4b53d329-0380-4733-b25b-208eab5cfdd2,1,,3,
4d727707-5667-4e90-884d-6ca84d2017a7,1,,3,This does have some scope to overlap into hertiage and community building stuff
a816c22d-6555-4e43-9b9a-f793cc4d8f7e,1,,3,
3a8d2ff4-d76f-49e8-9653-b9d8e0b7e882,1,,3,
20b05631-e7be-402b-9f19-a90d81fa2141,1,,3,
6bd7321a-2f57-4629-a535-b0ed3bde1124,1,,3,
f2519a65-6700-421c-b284-36ac8375751c,1,,3,
450738c3-31fa-4871-9009-c3ef990c5de1,1,,3,
70431794-5a0a-4c4b-87d6-1f2d7f8f89da,1,,3,
bd5861d7-2c08-48b0-be9e-f30542b55f1f,1,,3,
99d53c40-93b2-4866-9f0b-0e479336232b,1,,3,
1e72edad-e44d-46c7-a683-7d3a9e051720,1,,3,
f4dc7ac5-25f3-4c05-9dcc-5ef75994ced2,1,,3,
d1f6aab2-f4e9-4328-be00-6447b8c50f79,1,,3,This could go in theraputic art
6c603284-d5ce-4ad9-89ae-8744dea7cc89,1,,3,
807a6fd5-9ff3-49c5-ac65-bfab31fd69de,1,59,3,This could go in preservation of hertiage
2e44d5b5-8f7a-41ce-9148-8fda8ea35541,0,68,68,This could go in preservation of hertiage
a9249119-8ad1-4a5d-ac3d-06939627d82e,1,68/75,3,This has both strong co-production and public engagment elements 
af983e1e-96cc-44c9-a7cb-d7fcab7cb3ab,1,,3,
a524dbcb-723c-4491-bf5f-1edb349bcbb9,1,,3,
6b13db33-3a20-4c89-add6-e282af80db24,1,,3,
026bf8f8-1a72-448a-84b5-4cfe69af262e,1,,3,
11da01dd-9562-482d-8b2b-daf29c1c0f53,1,,3,
3abfacbf-de39-46c7-a8a2-d95b79cddd72,1,,3,
ed9e920e-5d44-45af-bb84-7721b5a65b75,1,,3,Not sure which topic this would go in if we wanted to put it in the healthcare provision side of things 
7eb6a83d-b554-4a08-b12a-9c99bd8dc88e,0,12,12,Museum experience
354a0158-40d4-42b0-9d8f-89028f844c14,1,,3,
58966127-7950-4c8d-84e5-35a4f3cf9bfc,1,,3,
cedc3535-1647-40a9-863a-6596aaa6ac5c,1,,3,
ca7e3881-a0f0-4c5e-a690-2f3749619aab,0,12,12,An exhibition which changed understandings of circus 
5fd6a228-de8b-46e5-a179-03ddca0094c0,0,68,68,Co-production and oral histories 
fbf4da87-fc3b-4fe6-81f5-0745f208cf5d,1,20,3,could this come under performance for society? 
61a66e93-d4bc-41a5-b481-d8f7a166bb95,0,59,59,Safeguarding hertiage
00012743-f42d-4f84-85cb-50340db92428,1,59,3,Safeguarding heritage/endangered communities? 
de26144c-ff52-4ddf-bf6f-067c4f73e286,1,,3,I'm going to leave this here because its as much about developing these acoustics as about any musuem stuff
c3440b5c-382c-4e70-baf8-010ad5e4098f,0,20,20,
d203feeb-2fd2-490d-b49b-dc54847455e9,1,20,3,Does this go in just music or in music for society (which i think will need an expansion of descriptor to include empowering underrepresented and oppressed communities) 
276f53d8-78dc-4098-94bc-e9af24db41f0,0,19,19,This is either audience participation and community or its music for society according to an expanded topic definition 
ae36138c-2510-4122-9535-3b93fb5230ed,1,,3,
b52b91ef-c586-4dd1-9d46-c97f0028809d,0,10,10,This is innovative digital and multi-media exhibition techniques 
5a929fed-b8fe-4657-b1ee-3aa456d01ecd,1,,3,
28c934e2-b246-4825-a46a-7f22b52f8adb,0,75,75,"public enagagement in material through podcasts, books, etc"
1f143546-245b-4a99-ab43-86f8729b809b,0,75,75,public engagement through musical performance and printing workshops
3131358f-9242-4a72-91af-5cbe4ac1643c,1,,3,
462809df-9352-46f3-bbea-5b0aa6f3bd3f,1,,3,
de20bae9-de6b-43ba-9e69-4876b35e7419,0,46,46,
b01338d3-da53-4c83-8c2a-840a106cf2d9,1,,3,
2ba34aaa-328a-4766-8389-9212568c0477,1,,3,
c3c0613d-e6d8-4f42-b537-bf85fd7d97b1,1,,3,
f879b1a2-804e-4036-9fea-bcfde81d8fa8,0,30,30,Engagaement in underrepresented cultural communities
48609aac-de16-4b76-a3c2-3974d9a0a50b,0,30,30,Engagaement in underrepresented cultural communities
034093db-799d-4994-a26f-ed4391bdce3a,0,30,30,Engagaement in underrepresented cultural communities
f2329818-b52e-4692-86d0-8d6ba5d3679f,0,10,10,Engagaement in underrepresented cultural communities
8209a91e-ae34-49a1-8992-66709d3deb00,1,,3,
54a26ffe-7a12-4e66-bb68-a1f2e35ae05e,1,,3,
4c21db69-e560-40fe-873f-bf2b5214b856,0,30,30,Engagement in underrepresented cultural communities 
0feb34e7-fb24-42f8-8a67-d79555c07a0b,1,,3,"This could maybe move to something more about business, but I think its nicer to have it here as another aspect of the music stuff"
a3a97434-d3ef-4583-8949-30a529f92dbe,1,,3,
65808efd-e689-447e-8bff-653cde9efdba,0,60,60,
b772a859-89fb-494a-92b4-8eaf08e141ca,1,,3,
ee235d5c-5bf4-40a5-94da-9591ce9e1d6a,1,,2,
d4bf445a-d773-4651-afb9-612465bd7e43,1,,2,
27ef4637-a5d8-4a52-a391-38b54409e76e,1,,2,
21e1c999-e029-462a-bbc8-a3c6fe0a4407,1,,2,
89f18a03-81f6-4b5a-ac63-179b73abed7e,1,,2,
f3b491a3-4040-4c43-a10f-a8bf7065863d,1,,2,
4131fc5c-d9ce-4a52-8682-f7cb745b26a1,1,,2,
8460137d-d822-4b1e-9843-eb8e7340da60,1,,2,
b69901c5-e392-4760-923a-ab5bdc9d3889,1,,2,
b76deb22-5488-438f-9cff-d7e5e9b67328,1,,2,
b2c1a1ee-93c8-46a4-933e-8a69fa65d1e5,1,,2,
5703a03c-d2b6-4b01-a2b3-03b540ee8f45,1,,2,
0c2fea31-ae81-4098-9ad9-ebe949af6797,1,,2,
f354798a-dd26-4f73-a0db-4e1c697ea6f0,1,,2,
7094bfaf-f16f-452f-8785-f30bc3fb5c5a,1,,2,
b5c099ce-470d-4819-8afe-75cb8842a832,1,,2,
313cef10-c25b-42f8-a3ac-9ec10de7a0ac,1,,2,
cff4e0e8-deb9-4bc1-ba9f-b2f262352fe5,1,,2,
