funder,id
International Rugby Board (now World Rugby),4038
Rugby Football Union,4039
Private Physiotherapy Educational Foundation (PPEF),4040
UNITAID (hosted by WHO),4041
Against Malaria Foundation,4042
Vestergaard (Switzerland),4043
Plymouth Hospitals NHS Trust,4044
The Mary Kinross Charitable Trust managed through Peninsula Medical Foundation,4045
Metal Cladding and Roofing Association,4046
AHDB (formerly EBLEX),4047
"EPSRC, CPNI",4048
Healthcare Quality Improvement ,4049
" Business Energy and Industrial Strategy (BEIS), via BRE",4050
 NIHR,4051
Nigerian Government (Nigeria),4052
Therapeutic Antibodies Inc,4053
British renal society,4054
Oral and dental research trust,4055
Manchester Community Safety Partnership Board,4056
Manchester City Council Public Health Team,4057
Zero Waste Scotland,4058
Money Advice Service,4059
Carnegie UK Trust,4060
Coventry University,4061
Toyota Motor Corporation (Japan),4062
Vienna Science and Technology Fund,4063
G1: EPSRC NetworkPlus,4064
G2-G3: EPSRC,4065
Shell Global Solutions Intl.,4066
 ESPA-SPACES programme,4067
 Fondation Bertarelli,4068
"NATIONAL CENTRE FOR THE REP, REF AND RED OF ANIMALS USED IN RESEARCH (NC3RS)",4069
General Medical Council,4070
NHS CANCER SCREENING PROGRAMMES,4071
Public Health England (PHE),4072
British Academy - Newton Fund,4073
UK Research & Innovation,4074
Sweden Expert Group for Public Economics,4075
Finnish Centre for Pensions,4076
Foreign & Commonwealth Office,4077
Climate Development Knowledge Network (CDKN),4078
AHRB (now AHRC),4079
BA/Leverhulme Science,4080
 Polish Ministry of Culture and National Heritage,4081
 Swedish National Heritage Board,4082
Toyota Foundation,4083
NORFACE (New Opportunities for Research Funding Co-operation Agency in Europe),4084
Center for Global Development (USA),4085
EU Horizon 2020,4086
G1: Big Lottery ,4087
"School of Advanced Study, University of London",4088
Equalities and Humanities Research Council (EHRC),4089
Culham St Gabriels Trust,4090
Culham St Gabriel’s Trust,4091
St Luke’s College Foundation,4092
NovoNordisk,4093
European Foundation for the Study of Diabetes,4094
NIHR Biomedical Research Centre ,4095
PhD Support,4096
PEER Award,4097
EU Northern Periphery & Artic Programme,4098
Chevron,4099
Catholic Bishops Conference of England and Wales Board of Religious Studies,4100
Sugar Bureau,4101
Mars Inc,4102
USA National Institutes of Health,4103
Haygain LTd,4104
Waltham Centre for Pet Nutrition,4105
Fred and Marjory Sainsbury Trust ,4106
CONVENTIONS INDUSTRIELLES DE FORMATION PAR LA RECHERCHE (CIRFE),4107
DePuy International Ltd. ,4108
The Carnegie Trust,4109
Abdul Latif Jameel Poverty Action Lab,4110
Rockefellar Foundation,4111
"European Union, through Rainer (now Catch 22)",4112
Youth Justice Board / Manchester City Council,4113
Alcohol Research UK,4114
HERA - Humanities in the European Research Area ,4115
 AHRC,4116
Canadian SSHRC,4117
MSD UK,4118
Philip Leverhulme Trust,4119
NIHR Cambridge. Biomedical Research Centre,4120
 Medical Research Council,4121
World Wildlife Fund,4122
Academy of Marketing,4123
British Ecological Society,4124
ESRC Impact Accelerator and Research England Higher Education Innovation Fund,4125
Chatered Institute of Management Accountants,4126
DfES,4127
Gatsby Foundation,4128
EU Culture Programme,4129
4) European Union,4130
AHRC Research Grant,4131
Leverhulme Major Research Fellowship,4132
Highland and Islands Enterprise,4133
DYLAN – Language Dynamics and The Management of Diversity. EU Integrated Framework 6 Project,4134
Ministerio de Educación Cultura y Deporte (Spanish Ministry of Education),4135
Millenium Challenge Corporation,4136
Augean PLC,4137
Tate & Lyle,4138
Interreg IVB NWE Programmes,4139
 Getty Foundation,4140
 National Trust,4141
 VISTA AR,4142
British Library,4143
Omohundro Institute of Early America History and Culture,4144
 Social Sciences and Humanities Research Council of Canada ,4145
University of Chicago,4146
"Cafcass, Ministry of Justice",4147
UKRI (was RCUK-CONFAP),4148
FAPESP,4149
Wenner-Gren Foundation,4150
AHRC (under AHRB),4151
Arcadia (The British Library),4152
European Observation Network for Territorial Development and Cohesion (ESPON),4153
National Housing and Planning Advice Unit Period,4154
Gloucestershire County & Districts Councils,4155
Crisis,4156
Crisis and National Housing Federation,4157
European Foundation for the Study of Diabetes -Novo Nordisk,4158
Diabetes Research and Wellness Foundation,4159
Naomi Berrie Foundation,4160
National Institutes of Health/ Immune Tolerance Network,4161
National Institutes of Health /Immune Tolerance Network,4162
Food Standards Agency /  Medical Research Council,4163
GSK/UCL,4164
Paul Mellon Centre ,4165
QinetiQ,4166
DATASAT Europe Limited,4167
Harry Ransom Center,4168
Loeb Classical Library,4169
Newcastle Healthcare Charity ,4170
Verastem ,4171
JGW Patterson Foundation ,4172
Newcastle Health Care Charity and the Newcastle upon Tyne Hospitals NHS Charity,4173
BioMarin ,4174
Pfizer ,4175
"American Institute for Cancer Research, now Worldwide Cancer Research",4176
Newcastle upon Tyne NHS Foundation Trust Flexibility and Sustainability Funding,4177
Oak Foundation via International Inspiration,4178
BAE Systems,4179
Trading Standards,4180
Royal Mail,4181
National Lottery Community Fund,4182
The Esmee Fairbairn Foundation,4183
The Samworth Foundation (2016-18)             Trust for London (2016-18)                        The Esmee Fairbairn Foundation (2016-18 and 2018 - 22),4184
The Oak Foundation,4185
1) Scottish Government,4186
HEALTHCARE MEDICAL TRUST,4187
DEPARTMENT OF HEALTH AND SOCIAL CARE,4188
Symology Ltd,4189
Yorkshire Water,4190
The Mercia Fund,4191
The Technology Strategy Board (TSB),4192
"The National Centre for the Replacement, Refinement and Reduction of animals in Research (NC3Rs)",4193
Research Councils UK,4194
Martec,4195
Northumbria safer roads initiative,4196
Gateshead Council,4197
NHS Education for Scotland (NES) (West Region),4198
Greater Glasgow NHS,4199
Nuclear Decommissioning Authority,4200
REACT Engineering,4201
PPARC-PARTICLE PHYSICS & ASTRONOMY RESEARCH COUNCIL,4202
Science And Technology Facilities Council,4203
4) Engineering and Physical Sciences Research Council,4204
Psychiatry Research Trust,4205
UNAIDS,4206
 CTA,4207
  Engineering and Physical Sciences Research Council (EPSRC) - Impact Acceleration Accounts,4208
Kidney Research UK,4209
NIHR Programme Grant,4210
NIHR Research for Patient Benefit funded PITHIA study,4211
Dunhill Medical Trust.,4212
Abbott Point of Care. ,4213
Laerdal Foundation ,4214
Healthcare Improvement Scotland ,4215
"Department of Health, UK",4216
UK Government (Harris Review),4217
 Ningbo Natural Science Foundation,4218
 Natural Science Foundation of China,4219
 National Social Science Foundation of China,4220
University Hospitals Birmingham NHS Foundation Trust,4221
Sandwell and West Birmingham Hospitals NHS Trust,4222
The University Hospitals Coventry and Warwickshire NHS Trust ,4223
Heart of England NHS Foundation Trust,4224
SCG,4225
First Rail Holdings Ltd,4226
Berendel Foundation,4227
Orkney Islands Council,4228
Marine Scotland via Orkney Sustainable Fisheries Ltd and Orkney Fisheries Association,4229
The Blankemeyer Foundation,4230
Scottish Arts Council,4231
British Educational Research Association,4232
Economic and Social Research Council (ERSC),4233
ITF Sefarers Trust,4234
NatureScot (prev. Scottish Natural Heritage),4235
Northern Ireland Environment Agency (NIEA) ,4236
"Department of Agriculture, Environment and Rural Affairs (DAERA)",4237
Marine Current Turbin Marine Scotland (Scottish Government),4238
Marine Scotland (Scottish Government),4239
Shakespeare Birthplace Trust,4240
 Channel 4,4241
Antipode Foundation ltd,4242
Defense Advanced Research Projects Agency,4243
Rothamsted Research,4244
Arts and Humanities Research Council (AH/I004246/1),4245
REACT Knowledge Exchange Hub (AHRC) ,4246
"British Academy, Royal Academy of Engineering and Royal Society (The Academies) (APX\R1\180118)",4247
2) AHRC,4248
4) Carnegie Trust,4249
5) Economic and Social Research Council,4250
Engineering and Physical Science Research Council ,4251
Engineering and Physical Sciences Research Council (EPSRC) ,4252
Dyson,4253
One North East,4254
Centre for Cities,4255
National Housing and Planning Advisory Unit,4256
West Yorkshire Combined Authority,4257
1-15) Historic Scotland,4258
Imperial College Healthcare Charity,4259
NIHR Imperial Biomedical Research Centre,4260
South Wales Police,4261
MAC AIDS,4262
Financial Conduct Authority,4263
Cambridgeshire & Peterborough NHS Trust,4264
Preston City Council,4265
Arts Council of England,4266
Institute of Coaching,4267
"European Commission, Joint Research Centre:",4268
1) Government of Ireland / National Council for Curriculum & Assessment,4269
2) University of Wales Trinity Saint David,4270
3) Welsh Government,4271
4) Economic and Social Research Council,4272
Crown Estate Scotland,4273
"Engineering and Physical Sciences Research Council (EPSRC), via the UK Energy Research Centre",4274
European Financial Reporting Advisory Group (EFRAG),4275
Institute of Chartered Accountants of Scotland (ICAS),4276
Scottish Accountancy Trust for Education and Research (SATER),4277
"Re:source: the Council for Museums, Archives and Libraries",4278
SLIC - Scottish Library and Information Council,4279
US National Institute of Justice,4280
Public Safety Canada ,4281
Kirklees Council,4282
Calderdale Council ,4283
Flemish Peace Foundation,4284
RAND,4285
The Tavistock Institute,4286
German government,4287
Plastics Ocean Foundation,4288
Skills for Care,4289
Sussex Impact Acceleration Award,4290
UK Foreign and Commonwealth Office (FCO),4291
United States Department of Defense,4292
Bar Standards Board,4293
Solicitors Regulation Authority,4294
Professional Standards (Now CILEx Regulation),4295
Law Society of Ireland,4296
Community Foundation Northern Ireland,4297
Northern Ireland Community Relations Council,4298
Department of Foreign Affairs (Ireland),4299
Community Relations Council,4300
Northern Ireland Executive Office,4301
"Education Above All, Qatar",4302
 Stoke-on-Trent City Council,4303
Innovative Medicines Initiative (IMI),4304
Freedom from Torture,4305
Fundatia Terre des homme Elvetia,4306
AMIF ABM1,4307
GCRF/ESRC,4308
CSO Scottish Government,4309
AMIF/ABM3,4310
National Institute of Dental and Craniofacial Research,4311
Organix Foundation,4312
The Borrow Foundation,4313
ESRC-ANR,4314
ERDF (ESIF),4315
Vestemi Ltd.,4316
Energy Systems Catapult Ltd. ,4317
Hildebrand Technologies Ltd.,4318
Energy Systems Catapult Ltd.,4319
Knauf,4320
EC - Horizon 2020,4321
BEAMA,4322
Saint Gobain,4323
Thyssen Foundation,4324
SITA Environmental Trust,4325
Kern Family Foundation,4326
John Templeton World Charity Foundation,4327
"Office for Civil Society, Department Digital, Culture, Media and Sport",4328
UKRI/ESRC ,4329
BRITISH ACADEMY,4330
Charity Commission for England and Wales and Office of the Scottish Charity Regulator,4331
Chartered Accountants Ireland Educational Trust,4332
British Council via University of Cape Town,4333
HEFCE Newton Fund,4334
GCRF@Essex,4335
Institute for New Economic Thinking (INET),4336
Ford Foundation,4337
 Dragon Capital Group,4338
National Patient Safety Agency,4339
 Foreign and Commonwealth Office,4340
DEPARTMENT FOR DIGITAL CULTURE MEDIA AND SPORT,4341
Department of International Trade,4342
DEFRA/DFID,4343
QNRF,4344
UGPN ,4345
Global Integrity,4346
Adam Smith International Ltd,4347
U4 Anti-Corruption Resource Centre,4348
Program for Appropriate Technology in Health (PATH),4349
Operation Wallacea,4350
Aquapak Polymers Limited,4351
University of Aberdeen Development Trust,4352
Leicester City Council,4353
NHS Sheffield,4354
Rotherham Metropolitan Borough Council,4355
EU Framework 6,4356
BBSRC Government Partner Award with DEFRA,4357
ECB National Cricket Academy,4358
NIHR Programme,4359
TTA (Teacher Training Agency),4360
Innovia Films Ltd,4361
ASSOCIATION OF COMMONWEALTH UNIVERSITIES (UK),4362
BOEHRINGER INGELHEIM (EUROPE)(GERMANY),4363
MERIAL ANIMAL HEALTH (USA),4364
MERIAL ANIMAL HEALTH LTD (UK),4365
MINISTRY OF HIGHER EDUCATION (SULTANATE OF OMAN),4366
Guy’s and St Thomas Charity,4367
NHS Kent and Medway / KCC,4368
Science & Technology Facilities Council,4369
The University of London,4370
BRITISH SMALL ANIMAL VETERINARY ASSOCIATION (UK),4371
DASA,4372
NERC/ESRC/DfID,4373
 AHRC-GCRF Development Award,4374
OFGEM,4375
British Gas,4376
Northern Powergrid,4377
EA Technology,4378
Social Mobility Commission,4379
London Borough of Waltham Forest,4380
H2020 ,4381
European consortium on European Commission (DG EMPL),4382
Equality & Human Rights Commission: Glasgow,4383
Northern Ireland Human Rights Commission,4384
City of London Coperation,4385
Jisc,4386
Givaudan,4387
Syft Technologies,4388
Research England and SWRI,4389
"Ministry of Science and Innovation, Spain",4390
Documentation Centre for Music (DOMUS),4391
Gerda Henkel Stiftung,4392
RVI (Rift Valley Institute),4393
UN Habitat,4394
GCRF Internal Competitive Grant,4395
Forest Research Institute,4396
Templeton Religious Trust,4397
Templeton Religion Trust,4398
Mersey Care NHS Foundation Trust,4399
Candlelighters,4400
"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants",4401
DHSC PRP,4402
Deptartment of Health,4403
Social Sciences and Humanities Research Council of Canada ,4404
"Sport Canada, Social Sciences and Humanities Social Research Council",4405
Creative Scotland and Glasgow Life,4406
Arts & Humanities Research Board (AHRB),4407
The Microbiology Society,4408
Lloyds Register Foundation,4409
BAE Systems (Operations Ltd),4410
Government Communications Headquarters,4411
Siemens Industrial Turbomachinery Limited,4412
Partnership for Clean Competition (PCC),4413
World Anti-Doping Agency (WADA),4414
EPSRC - Engineering and Physical Sciences Reserch Council,4415
"Ministry of Education, Brazil",4416
1) Shell Global Solutions,4417
2) Shell Global Solutions,4418
3) Shell Global Solutions,4419
UK Carbon Capture and Research Centre,4420
Organisation For Economic Co-Operation and Development,4421
“SPINE: Structural Proteomics in Europe” under RTD programme ‘Quality of Life and Management of Living Resources’.,4422
EU FP6 project,4423
BIOXHIT: “Biocrystallography (X) on a Highly Integrated Technology Platform (FP6-LIFESCIHEALTH),4424
CCP4 (Crystallographic Computing Project number 4),4425
US Office of Naval research,4426
US National Oceanic and Atmospheric Administration,4427
CINIF,4428
Lloyds Register,4429
British Energy,4430
Railtrack,4431
British Association of Chartered Physiotherapists in Amputee Rehabilitation,4432
Help for Health,4433
Arts council England,4434
Ludwig Boltzmann Gesellschaft (LBI),4435
SIRP - Scottish Institute for Policing Research,4436
Office For Students,4437
internal HEI QR-GCRF,4438
Simon Fraser University,4439
Lancaster University,4440
Vindolanda Trust,4441
Roman Research Trust,4442
Institute for Classical Studies,4443
Welsh Government (WEFO),4444
EUROPEAN ORG FOR RESEARCH AND TREATMENT OF CANCER (BELGIUM),4445
NORTH WEST CANCER RESEARCH INCORPORATING CLATTERBRIDGE CANCER RESEARCH (UK),4446
JHSRI/MRC,4447
Standard Life Investments Ltd,4448
Standard Life Investments,4449
EPSRC Impact Acceleration Account PII012,4450
EPSRC Impact Acceleration Account PIII011,4451
JOSEPH ROWNTREE FOUNDATION (UK),4452
International Atomic Energy Agency,4453
Norwegian Radiation Protection Authority,4454
Comic relief,4455
"US Department of Agriculture, Animal and Plant Health Inspection Service (USDA-APHIS)",4456
UK Research and Innovation (UKRI) ,4457
European Commission Horizon 2020,4458
Global Action Plan,4459
UK Department of International Development,4460
Economic and Social Research,4461
InterTrade Ireland,4462
AHRC/NESTA/Arts Council England,4463
Scottish Fisheries Innovation Centre,4464
SEERAD - Scottish Executive Environment and Rural Affairs Department,4465
European Commission Framework Programe 7,4466
Global Action Fund for Fungal Infections,4467
Medical Research Countil,4468
National Heritage Lottery Fund (HLF),4469
British Council and Higher Education Commission of Pakistan,4470
George Davies Early Career award,4471
VLIR-UOS - Institutional University Cooperation ,4472
Royal United Hospital Bath NHS Trust,4473
EQUALITY AND HUMAN RIGHTS COMMISSION (UK),4474
LIVERPOOL CITY COUNCIL (UK),4475
2) Education Scotland,4476
European Commission Horizon 2020 Programme,4477
G1: English Institute of Sport,4478
G2: Nicholas Institute of Sports Medicine and Athletic Trauma,4479
2) Regional Studies Association,4480
Co-operation Ireland,4481
Irish Department of Foreign Affairs Reconciliation Fund,4482
Arts and Humanities Research Council (all grants),4483
Newton,4484
G3.1) UNITAS,4485
G3.2) Derby and Nottinghamshire Collaborative Outreach Project ,4486
G3.3) Careers and Enterprise Co via Derbyshire County Council  ,4487
G3.4) Derby County Community Trust ,4488
G3.5) Arts Council for England via Derby Theatre ,4489
G3.6) Arts Council for England via Derby Theatre ,4490
"G3.7) D2N2 Local Enterprise Partnership, with the EM Chambers of Commerce",4491
Arts and Humanities Research Council (AH/S012974/1),4492
Malone Society  (Civic London 1558-1643),4493
The Social Sciences and Humanities Research Council (SSHRC 944827 - Canada),4494
G1: European Commission,4495
G2: European Commission,4496
G3.1) Chesterfield Royal Hospital NHS Foundation Trust,4497
G3.2) Advance HE,4498
Comic Relief (via the Maternal Mental Health Alliance),4499
National Community Lottery Fund (formerly Big Lottery Fund),4500
Campaign to End Loneliness,4501
World Economic Forum (via Orygen),4502
Springer,4503
Elsevier,4504
Campaign to Protect Rural England,4505
"European Commission, JRC Institute for Prospective Technological Studies",4506
Managing Authority of Interreg North West Europe Programme 2014-2020,4507
THE BRITISH COUNCIL (Newton Fund Grant Agreement - Institutional Links),4508
"""Innovate UK, Biotechnology and Biological Sciences Research Council (BBSRC),  Newton Fund for the UK partners Ministry of Science and Technology of the People Republic of China for Chinese Partners""",4509
"Department for International Development (DFID), UK",4510
Department for Work and Pensions: Work and Health Unit (CF\100038),4511
Versus Arthritis and Medical Research Council (Centre for musculoskeletal health and work),4512
2) RCUK / CREATe,4513
The Richard Benjamin Trust,4514
NQIT,4515
QCS,4516
"Centre for Process Innovation (£19,000)",4517
Lincolnshire County Council,4518
Fresh - Smoke Free North East,4519
 Smoke Free South West,4520
 Tobacco Free Futures,4521
G1-G2: Trades Union Congress,4522
G3: European Federation of Building and Woodworkers,4523
G4: Ghent  University,4524
G5: Thompson Solicitors,4525
Active Essex (hosted by Essex County Council),4526
Centre of Expertise for Waters – CREW c.o James Hutton Institute,4527
UK Department of Trade and Investment,4528
AHBD/HCC,4529
BVA AWF,4530
Defra Horticulture LINK,4531
Russell IPM Ltd,4532
Department of Food Environment and Rural Affairs,4533
Scotrail,4534
Centre Internationale de Recherches Médicales de Franceville (CIRMF),4535
WWF-DRC,4536
US Fish and Wildlife Service International,4537
ESRC-RCUK,4538
Arcadia,4539
National Gallery of Art USA,4540
High Performance Swimming Ltd,4541
International Paralympic Committee,4542
British Swimming,4543
ERC Starting Grant,4544
SecondHands,4545
Technology Strategy Board (innovate UK),4546
International Council on Systems Engineering,4547
 British Heart Foundation,4548
 BBSRC,4549
 NHS,4550
 EHRA,4551
"EHRC - The Equality and Human Rights Commission, U.K",4552
"Scottish Government, Social Justice Strategy Unit",4553
Leverhulme Trust (UK),4554
Liverpool City Council,4555
LSE Knowledge Exchange and Impact Fund,4556
 Scottish and Northern Ireland Forum For Environmental Research (SNIFFER),4557
 Department for Communities and Local Government,4558
Barclays Bank PLC,4559
CCPS - Coalition of Care and Support Providers in Scotland,4560
HEFCE / Research England,4561
Institute for Fiscal Studies,4562
EU COST,4563
British Occupational Health Research Foundation,4564
National Treatment Agency (England),4565
University of London fund and Institute of Social Psychiatry,4566
Pilgrim Trust,4567
Mundipharma International,4568
Mundipharma,4569
International Centre for Tax and Development,4570
"Department for Education, UK Government",4571
Welsh Government Department for Education and Skills (DfES),4572
"G1: European Commission, H2020-EU.3.3.1.",4573
"G2: European Commission,H2020-FP7-PEOPLE",4574
Scottish Institute for Remanufacturing,4575
innovate UK ,4576
MHI,4577
Teledyne e2v (UK) Limited,4578
Rural & Environment Research & Analysis Directorate,4579
CLIP -  Chartered Institute of Library and Information Professionals,4580
Brighton and Hove Commissioners ,4581
"Kent, Surrey and Sussex Deanery",4582
British Society of Aesthetics,4583
G3.1) SureScreen Scientifics Ltd,4584
G3.2) Zoological Society of London ,4585
BirdLife International,4586
United Nations Development Programme,4587
UNEP World Conservation Monitoring Centre,4588
Royal Society for the Protection of Birds,4589
Newton Musharafa,4590
STDF - Science and Technology Development Fund,4591
Emory and Harvard Hutchins Centre,4592
Andrew Mellon,4593
American Academy of Arts and Sciences,4594
Being Human Festival:Wellcome Trust,4595
Bibliographical Society of America,4596
University of Roehampton,4597
Georg-August-Uni Göttingen,4598
Max Plant Institute,4599
Sapienza Uni,4600
International Primatological Society,4601
La Montagne des Singles/La Foret des Singes,4602
Affenberg Salem/Trentham Monkey Forest,4603
Primate Society of  GB,4604
Christian Vogel Fonds,4605
Leakey Foundation,4606
Julia and Hans Rausing Trust,4607
Eurpoean Commission (via WEFO),4608
National School for Primary Care Research,4609
Mercers' Company (UK),4610
JSPS (Japan Society for the Promotion of Science) UK,4611
"European Commission, Directorate of Home Affairs",4612
Royal Academy of Engineering Commercialisation Fellowship,4613
EU and NOMS,4614
G3.1) European Research Council,4615
G3.2) Gordon and Betty Moore Foundation,4616
"G3.3) Sea Life Centres, UK",4617
G3.4) University of Reunion,4618
G3.5) Waltham Foundation,4619
1) Joseph Rowntree Foundation,4620
2) Scottish Parliament Information Centre (SPICe),4621
DEFRA Darwin Initiative,4622
Deparment for Transport,4623
 Transport & Environment and Transport for London,4624
 Transport for London (TfL),4625
 Transport and Environment,4626
Arts Council England (Wattle & Daub),4627
The Wellcome Trust (WT105703AIA and WT105703/Z/14/Z),4628
Promega UK Ltd,4629
Innovate UK (50%),4630
Scottish Funding Council (50%),4631
European Union Aviation Safety Agency,4632
"Older People’s Commissioner, Wales",4633
"ABP Food Group, Ireland",4634
LGC Limited,4635
Micromass UK Ltd,4636
SafeFood,4637
"Waters Ltd, UK",4638
EU (Directorate-General (DG) Research),4639
Arts and Humanities Research Board,4640
British School of Archaeology in Iraq,4641
Norwegian Institute for Palaeography and Historical Philology,4642
Institute for Advanced Study (Princeton),4643
ARC,4644
CORDIS,4645
Early Career Fellowship,4646
Royal Society of Edinburgh (Scotland Foundation),4647
Research Workshops scheme,4648
Arts and Humanities Research Council / Economic and Social Research Council,4649
"University Partner Programme, Transport Systems Catapult Ltd.",4650
Innovation UK,4651
American Foundation for the Prevention of Suicide,4652
NIH USA,4653
Dream It Believe It,4654
Holos Life Sciences,4655
DAAD (German Academic Exchange Service),4656
UKRI (was RCUK),4657
Senhouse Museum Trust,4658
Leverhulme Trust,4659
G3.1) European Commission,4660
G3.2) Reed Foundation,4661
G3.3) Medical Research Council ,4662
G3.4) Leverhulme,4663
Further Education Trust for Leadership,4664
German Research Council,4665
EPSRC-ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL. ,4666
Jacobs Foundation,4667
Childrens Society,4668
Unicef,4669
Garfield Weston Foundation ,4670
Institute for Outdoor Learning ,4671
CHA Invited Guest Fund,4672
Tenovus Scotland,4673
Scottish Executive Education Department (SEED),4674
COST Association,4675
Youth Justice Board,4676
Youth Music,4677
National Institute for Mental Health in England,4678
PSP Architectural Limited,4679
PWS Distributors,4680
BBSRC/ESRC,4681
Rockefeller,4682
AHRC-DfID Collaborative Humanitarian Protection Research Programme,4683
The Bloomsbury SET- Research England,4684
Blackpool Teaching Hospitals NHS Foundation Trust,4685
Norwegian Agency for  Development Cooperation (NORAD),4686
The National Lottery,4687
Historic Royal Palaces,4688
BIS,4689
Sheffield Museums,4690
Quake/Dance4,4691
BILL & MELINDA GATES FOUNDATION (USA),4692
Royal College of Paediatrics,4693
THE ACADEMY OF MEDICAL SCIENCES (UK),4694
UNIVERSITY OF TORONTO (CANADA),4695
WORLD HEALTH ORGANISATION (SWITZERLAND),4696
1) Esmee Fairbairn Foundation,4697
2) University of Glasgow,4698
4) SFC-GCRF,4699
Forces in Mind Trust,4700
US Department of Defense,4701
"G3.1) School of Advanced Study, University of London ",4702
"G3.2) School of Advanced Study, University of London",4703
"Forte, Ekhagastiftelsen, Dnr 2018-22 (Swedish Research Council for Health Working Life and Welfare – translation from grid.ac.)",4704
HM Revenue and Customs (formerly HM Customs & Excise) ,4705
"HM Revenue & Customs, and Department for Culture, Media and Sport ",4706
Gambling Commission,4707
National Lottery Heritage Foundation,4708
from Action Medical Research & Chartered Society of Physiotherapy Charitable Trust ,4709
The Garfield Weston Foundation,4710
Royal Docks Trusts,4711
World Agroforestry Centre (ICRAF),4712
The Andrew W. Mellon Foundation ,4713
Coalition for Epidemic Preparedness Innovations (CEPI),4714
German Center for Infection Research (DZIF),4715
Brava and Telles Foundation,4716
Lemann Foundation,4717
Rede D'Or,4718
South African Medical Research Council,4719
Prison Reform Trust (PRT),4720
Major Fellowship,4721
Research Fellowship,4722
DARIAH-EU,4723
The Open Knowledge Foundation,4724
French Ministry of Sport,4725
International Shooting Sport Federation,4726
Foundation for European Progressive Studies,4727
Education and Training Foundation,4728
Government of the Basque Country,4729
AHRC/UKRI,4730
NERC/UKRI,4731
International Service for Human Rights,4732
Institut fur Auslandsbeziehungen,4733
Wellspring,4734
Sigrid Rausing Trust,4735
UN Office of the High Commissioner for Human Rights (OHCHR),4736
South London and Maudsley NHS Trust,4737
"Institute of Chartered Accountants of Scotland, Financial Reporting Council  ",4738
National Organisation for the Treatment of Abusers NOTA,4739
HEFCE/Research England,4740
Heritage Lottery Fund Collecting Cultures grant,4741
Art Fund,4742
Arts Council England / V&A Purchase Grant,4743
Fitzwilliam Museum,4744
National Research Foundation of Korea,4745
Classics For All,4746
ECH2020 ERC,4747
ECH2020 MARIE SKLODOWSKA-CURIE,4748
FB NERC,4749
MEDIMMUNE LTD,4750
ISAAC NEWTON TRUST,4751
National Coordinating Centre for Public Engagement,4752
South Western Fish Producer Organisation,4753
SWIFA,4754
The Pigshed Trust,4755
Follow on Fund,4756
Particle Physics and Astronomy Research Council,4757
United Nations Economic and Social Commission for Western Asia,4758
The Burdette Trust for Nursing ,4759
Department of Health (Mental Health Nursing Division),4760
NHS Health Innovation and Education Cluster/Department of Health,4761
FSID (Foundation for the study of infant deaths),4762
Guys and St Thomas’s Charitable Foundation,4763
SLAM Trustees,4764
Institute of Social Psychiatry,4765
"Church of England, Environment Agency Pension Fund, Brunel Pension Partnership, Aberdeen Standard Investments, BNP Paribas, Legal and General Investment Management, Robeco, etc.",4766
Heinrich Böll Stiftung,4767
Federal Department for Foreign Affairs,4768
The Fondation des Treilles,4769
Toledo International Centre for Peace (CITPax),4770
UNSCO/UNDP,4771
Council for Religious Institutions in the Holy Land,4772
Toledo Institute for International Peace,4773
School of Oriental and African Studies,4774
"International Development and Research Centre, Canada",4775
Bill Sargent Trust,4776
Innovations for Poverty Action,4777
 World Bank,4778
Research and Development Management Association,4779
Private Enterprise Development in Low-Income Countries,4780
European Commission European Regional Development Fund,4781
Gates,4782
 Government of the United Kingdom,4783
Forces in Mind Trust (FiMT) ,4784
Porticus Global ,4785
Plater Trust ,4786
Rwanda Child Online Protection Project - End Violence Against Children (EVAC),4787
Adult Online Harms and the UK Safety Technology Sector Taxonomy Development,4788
Gladys Krieble Delmas Foundation,4789
"Bodleian Library, Oxford",4790
Lambeth Council,4791
NIHR (National Institute for Health Research),4792
"European Commission, DG Trade",4793
Commonwealth Secretariat,4794
 1) Pfizer,4795
2) Pfizer,4796
3) Biotechnology and Biological Sciences Research Council,4797
 SANDS,4798
Wellbeing of Women/Royal College of Midwives/British Maternal Fetal Medicine Society,4799
Royal College of Midwives ,4800
Gerda Henkel Foundation,4801
Society for Libyan Studies,4802
European Union Innovative Medicines Initiative (EU-IMI),4803
European Respiratory Society (ERS),4804
British Lung Foundation (BLF),4805
Chief Scientists Office (CSO),4806
HEFCE (now Research England),4807
"MIGHT, Malaysia",4808
1. Department for Business Innovation and Skills,4809
2. Greater London Authority (GLA),4810
"3. Department for Business, Energy & Industrial Strategy/ British Business Bank",4811
"4. Department for Business, Energy & Industrial Strategy /British Business Bank ",4812
 5. Northern Ireland Government,4813
"6. Department for Business, Energy & Industrial Strategy ",4814
7. Enterprise Research Centre (ERC),4815
8. UK Research and Innovation,4816
9. British Business Bank,4817
10. Economic Social Research Council,4818
North East Strategic Health Authority,4819
Economic and Social Research Council/Innovate UK,4820
Midland Neuroscience Teaching and Research Fund,4821
GOOGLE LLC,4822
Axa,4823
Marie Curie Cancer Care/Public Health England,4824
MAC AIDS Fund,4825
St Stephen’s Trust,4826
Diana Princess of Wales Memorial Fund,4827
Newlife,4828
National Institute of Health,4829
Medical Research Foundation (MRC charity),4830
